text,label,,Person 1,Person 2,tally ,
ഭക്ഷണക്രമം ശരിയായിരിക്കണം.,negative,,2,1,0,
ജലസ്രോതസുകളുടെ മലിനീകരണം,negative,,0,1,0,
മനസ്സിൽ തെളിഞ്ഞുറപ്പുള്ള യാത്ര.,positive,,2,1,2,
കാലാവസ്ഥ ഉദ്യോഗസ്ഥർ,neutral,,1,1,1,
മനോഹരമായ കാഴ്ചകൾ കൂടി പങ്കുവച്ചതിന് നന്ദി.,positive,,2,1,2,
മഴ എത്രയായും നستا‍ന്‍.,negative,,0,2,0,
പാചകത്തിന് വേണ്ടിയുള്ള നല്ല ആശയം.,positive,,2,2,2,
ഗായകന്റെ ശബ്ദം പ്രേക്ഷകർക്ക് ഹൃദയസ്പർശിയാണ്.,positive,,1,2,2,
ജീവിതത്തിൽ കാര്യങ്ങൾ സങ്കീർണ്ണമാണ്.,neutral,,2,1,1,
പാട്ടിന്റെ രചന ലളിതമാണ്.,neutral,,2,2,1,
പാചകാനുഭവം കുറവാണ്.,negative,,2,1,0,
പാട്ടിന്റെ ലയവും ശബ്ദവും മിതമാണ്.,neutral,,1,2,1,
എല്ലാവർക്കും വേണ്ട കാര്യങ്ങൾ.,neutral,,2,2,1,
പാചകനിൽ നിന്നുള്ള പ്രചോദനം കാണില്ല.,negative,,2,1,0,
"""മാറിയ ഒരു സ്റ്റെയിൽ പോലും ഇല്ല""",negative,,2,2,0,
മനോഹരമായ ലൈഫ്‌സ്റ്റൈൽ.,positive,,1,1,2,
കാലാവസ്ഥാ ഡാറ്റ ശേഖരിക്കുന്നു.,neutral,,1,1,1,
കാലാവസ്ഥ മനസ്സിലാക്കി അനുയോജ്യമായ കൗൺസൽ.,positve ,,2,1,2,
പുതിയ ആശയം കാണുന്നില്ല.,neutral,,0,2,1,
ഈ ചാനലിന്റെ പ്രവർത്തനം വളരെയധികം സാന്ത്വനം നൽകുന്നു.,positive,,2,2,2,
കാലാവസ്ഥാ നിരീക്ഷണ പ്രവർത്തനങ്ങൾ,neutral,,2,1,1,
പാട്ടുകൾ നമ്മുടെ ഹൃദയസ്പർശികളാണ്.,positive,,1,1,2,
ബജറ്റ് റെസിപ്പികൾ മനസ്സിലായി.,positive,,2,1,2,
ലളിതം അല്ലെങ്കിൽ രസകരമല്ല.,negative,,2,2,0,
പലർ പ്രകൃതിക്ക് ഇടയാക്കുന്നു.,neutral,,1,2,1,
പാചക രീതിയിൽ ശ്രദ്ധ കുറവ്.,negative,,0,2,0,
സാരഥ്യയോടെ സ്വീകരിക്കുന്ന വീഡിയോ.,positive,,2,2,2,
കാലാവസ്ഥ വാതാവരണ നിയന്ത്രണം,neutral,,1,1,1,
സഞ്ചാരം സുരക്ഷിതമായി നടത്തുന്നു എന്നുറപ്പ് വേണ്ടതായി തോന്നുന്നു,neutral,,1,2,1,
വാർത്തകൾ നിയമവിരുദ്ധമാണ്,negative,,0,0,0,
പാചകത്തിന്റെ പ്രാരംഭ പാഠങ്ങൾ പരാജയപ്പെട്ടിരിക്കുന്നു.,negative,,0,0,0,
മുൻവർഷങ്ങളിൽ പോലെ വേനൽക്കാലം.,neutral,,1,1,1,
പാട്ടിന്റെ ലയവും താളവും ശരാശരി.,neutral,,1,1,1,
കാലാവസ്ഥ പ്രവർത്തനങ്ങൾ,negative,,2,0,0,
പുതിയ അറിവുകൾ തേടുമ്പോൾ ഇത് സഹായിച്ചു.,positive,,2,2,0,
"ടാലന്‍റ് കാണിച്ച് മാത്രമല്ല, മനസും ഉള്ള വീഡിയോ.",positive,,2,1,2,
പാട്ടിന്റെ ഗതികൾ മിതമാണ്.,neutral,,0,2,2,
വീഡിയോ ദൃശ്യങ്ങൾ മിതമാണ്.,neutral,,1,2,1,
കാലാവസ്ഥാ സംസ്കാരത്തിന്റെ പങ്ക്,neutral,,2,2,1,
പാചക വിഡിയോ ഉപകാരപ്രദമല്ല.,negative,,0,0,1,
കാഴ്ചകളിൽ കാണുന്ന നിത്യജീവിതത്തിന്റെ തനതു ചിത്രങ്ങൾ,positive,,2,2,0,
കാലാവസ്ഥ തിരിച്ചറിയൽ പ്രക്രിയ,negative,,2,0,2,
മനോഹരമായ ഓർമ്മകൾ കലർന്ന വീഡിയോ.,positive,,2,2,0,
"""ആകർഷകമായ വിശദീകരണം""",positive,,1,2,2,
വിവരം അപര്യാപ്തമാണ്,negative,,0,0,2,
കാലാവസ്ഥ റിപ്പോര്ട്ട് നോക്കാം.,positve ,,2,2,0,
വിവരങ്ങൾ മനോഹരമാകുന്നു.,positive,,1,1,2,
നാടിന്റെ ശാന്തസസ്യം എല്ലായിടത്തും,positive,,2,2,2,
പ്രേക്ഷകർക്കു പ്രചോദനമായി മാറുന്ന വീഡിയോ.,positive,,1,2,2,
ഗാനം ജീവിതത്തിലെ ശുഭസന്ദേശങ്ങൾ വിളിക്കുന്നു.,positive,,1,2,2,
കാലാവസ്ഥ നീതി,neutral,,2,2,1,
വ്യായാമം ഒരു ശീലമാകണം.,neutral,,2,2,1,
വ വാർത്തകൾ കേൾക്കാൻ വയ്യ,negative,,1,2,0,
ആരോഗ്യത്തിനും സുഖത്തിനും ഉള്ള പേരായ ভিডিও.,positive,,2,2,2,
പാട്ടിന്റെ രചന ലളിതമാണ്.,neutral,,2,1,1,
താൽപ്പര്യത്തോടെ ഇത് കണ്ടു.,positive,,2,1,2,
പാചക ഗുണം വിശദീകരണം കുറവാണ്.,neutral,,0,1,1,
ഫോട്ടോഗ്രാഫി അനുമതികളില്ലാത്തത്,negative,,1,1,0,
""" അക്ഷരാർത്ഥം വിജയവും """,positive,,0,1,2,
കാലാവസ്ഥയുടെ ദൈനംദിന പ്രഭാവം,neutral,,2,2,1,
കാലാവസ്ഥ വ്യവസ്ഥാപകർ,negative,,1,1,0,
ചാരുതയുടെ മലയാളം സംസ്കാരം.,positive,,2,2,2,
പാട്ടിന്റെ അവതരണം കൂടുതൽ ആകർഷകമാക്കേണ്ടതാണ്.,neutral,,2,1,1,
"""ഞാൻ ആവർത്തിച്ച് കാണില്ല""",negative,,0,0,0,
കാലാവസ്ഥാ പരീക്ഷണങ്ങൾ,neutral,,1,1,1,
പാട്ട് മനസ്സിലാക്കുവാനുണ്ട്.,neutral,,1,1,1,
കേസിന്റെ മുഴുവൻ വിവരങ്ങളും ശേഖരിച്ചു.,neutral,,2,1,1,
ഈ റിപ്പോർട്ട് ഏറെ ഉപകാരപ്രദം.,positive,,2,2,2,
പാട്ടിന്റെ ശബ്ദം കേൾക്കാൻ സൗകര്യമുണ്ട്.,neutral,,2,1,1,
രുചിയുടെ പ്രതീക്ഷ പാടില്ല.,negative,,0,0,0,
പാട്ടിന്റെ ശബ്ദം മിതമാണ്.,neutral,,2,2,1,
കാലാവസ്ഥ നിരീക്ഷണ കേന്ദ്രങ്ങൾ പ്രവർത്തിക്കുന്നു,negative,,2,1,0,
കാലാവസ്ഥ കഴിഞ്ഞ കാലം,negative,,1,1,0,
പഠനം ലളിതവും മനോഹരവുമാക്കി.,positive,,1,2,2,
കാലാവസ്ഥ സമീപനം,neutral,,0,1,1,
താൽപ്പര്യത്തോടെ ഇത് കണ്ടു.,negative,,2,1,0,
പാട്ടിന്റെ അവതരണം ശരാശരിയിലാണ്.,neutral,,1,1,1,
ഭക്ഷണത്തിന്റെ കാഴ്ച്ച മനോഹരമായി.,positive,,2,1,2,
പാട്ട് കേൾക്കുമ്പോൾ ആശയങ്ങൾ വ്യക്തമാണ്.,neutral,,1,1,1,
പാട്ടിന്റെ രചന ലളിതമാണ്.,neutral,,2,2,1,
സാധാരണ പാചക രീതികൾ.,neutral,,2,2,1,
"""ഇത് കണ്ടാലും അർത്ഥമില്ല""",negative,,1,0,0,
പാട്ട് കേൾക്കാനാകുന്നവർക്കും ഹൃദയസ്പർശം.,neutral,,0,1,1,
ജീവിതത്തിലെ അന്യോന്യം കുറവിന്റെ കാരണമാകും.,negative,,2,1,0,
സ്വയംശക്തി വർദ്ധിപ്പിക്കാൻ വ്യായാമം ആവശ്യമാണ്.,positive,,2,0,2,
നാട്ടിൻറെ പാരമ്പര്യം മനസ്സിൽ പതിഞ്ഞിരിക്കുന്നത്,positive,,2,1,2,
ഫിറ്റ്നസ് യാത്ര തുടർന്നിരിക്കുന്നു.,positive,,2,1,2,
കാലാവസ്ഥ റിപ്പോർട്ട് അപാകതകളും പിഴവുകളും,negative,,2,2,0,
ആളുകൾ വേറിട്ട രീതിയിൽ സന്തോഷം കാണിക്കുന്നു.,neutral,,1,1,1,
വ്യത്യസ്തമായി കാണാനും കാണാം.,neutral,,0,1,1,
വ്യായാമം ചെയ്യാൻ മടി തോന്നിയിരുന്നത് ഇനി ഇല്ല.,positive,,2,1,2,
സ്‌ഥലങ്ങളുടെ സംരക്ഷണം ശരിയായി നടക്കുന്നില്ല,negative,,2,1,0,
ആവശ്യമായ ട്രെൻഡുകൾ പങ്കുവയ്ക്കുന്നു,positive,,2,2,2,
ആകെയുള്ള കാലാവസ്ഥാ സ്ഥിതി.,neutral,,1,2,1,
പാട്ടിൽ സൂക്ഷ്മമായ സംഗീത ശൈലി കാണാം.,positive,,1,2,2,
പാട്ടിന്റെ ശബ്ദം കേൾക്കാൻ സൗകര്യമുണ്ട്.,neutral,,1,1,1,
മഴയും ചൂടും ഒരേ സമയം.,neutral,,1,2,1,
"""എന്തിനാണ് വർഷങ്ങളായി വീണ്ടുമിത്?""",negative,,2,2,0,
ആശയപർണ്ണമായ വാർത്തകൾ,positive,,1,2,2,
ഹൃദയത്തിൽ വെളിപാടായി ഈ പാട്ട്.,positive,,1,1,2,
പാചകത്തിന്റെ അടിസ്ഥാന ഘടകങ്ങൾ സൂക്ഷ്മമായി.,neutral,,0,1,1,
"""വിപണിയിൽ മത്സരവധി കൂടുതലയാണോ?""",neutral,,1,2,1,
സമഗ്രമായ ആരോഗ്യ സംരക്ഷണം.,negative,,2,1,0,
കാലാവസ്ഥ സുരക്ഷാ നടപടിക്രമം,negative,,2,1,0,
പ്രാഥമിക വിദ്യാർത്ഥികൾക്ക് ഉത്തമം.,positive,,1,2,2,
ഓരോ യാത്രയും പുതിയ കഥകൾ പറയുന്നിടം,positive,,2,2,2,
ഓരോ ദിവസത്തോളം പണിയെടുക്കാം.,neutral,,2,2,1,
ന്യൂനമർദ്ദങ്ങൾ പ്രദേശത്ത് ഉണ്ടാകുന്നു.,neutral,,2,1,1,
രോഗങ്ങൾ ഒഴിവാക്കാനും സഹായം.,neutral,,0,1,1,
പാട്ടിന്റെ ലയം സ്മൂത്തിലായിരിക്കുന്നു.,positive,,2,2,2,
ഇത്തരം ചാനലുകൾ കൂടുതൽ വേണം.,positive,,2,1,2,
"""മൽസരം കൂടുതലായാൽ ന്നടപ്പാക്കാൻ എങ്ങനെ?""",neutral,,2,1,1,
""" സംവേദനം ഉദ്ധാരണം """,positive,,1,2,2,
മനുഷ്യ ശരീരത്തിനുള്ള വ്യായാമം ആവശ്യമുണ്ട്.,negative,,1,1,0,
വാർത്തകൾ തെറ്റായി പിന്‍തള്ളുന്നു,negative,,2,1,0,
കേസിൽ വിശദമായ അന്വേഷണം നടത്തും.,neutral,,1,1,1,
വാർത്തകളിൽ അസ്വസ്ഥത സർവ്വവുമുള്ളത്,negative,,1,1,0,
"കാലാവസ്ഥ മാറുന്നുണ്ട്, ഞങ്ങൾ ശ്രദ്ധിക്കണം.",neutral,,1,2,1,
പത്തുമിനിറ്റിൽ കൂടുതൽ അറിവ് നൽകി.,positive,,2,2,2,
തെളിവ് സഹിതം വിവരിക്കുന്നു.,positive,,1,2,2,
പുതിയ starts.,positive,,1,1,2,
"സുന്ദരമായ ഗോപുരങ്ങൾ, പള്ളികൾ, ക്ഷേത്രങ്ങൾ",positive,,2,1,2,
പ്രകൃതിയുടെ ദിശ വളരുന്നുണ്ട്.,neutral,,2,1,1,
ഈ പാട്ട് എന്റെ പ്രിയപ്പെട്ടവയിൽ ഒന്നായി മാറി.,positive,,2,1,2,
പാട്ട് കേൾക്കാനാകുന്നവർക്കും ഹൃദയസ്പർശം.,neutral,,2,2,1,
"""ആവശ്യമായ സ്ഥലങ്ങൾ കൂടുതൽ പറഞ്ഞാൽ ഉപകാരമാകും.""",neutral,,1,1,1,
പഴയ അനുഭവങ്ങൾ തുറന്നുപറഞ്ഞത് മികച്ചത്.,positive,,2,1,2,
പാട്ടിൻറെ ഓരോ നോട്ടും സുന്ദരമാണ്.,positive,,2,2,2,
ചോദ്യോത്തര സെഷനിൽ വെളിപ്പെടുത്തൽ വ്യക്തമാണ്.,positive,,1,2,2,
ഹോംവർക്കിനുള്ള മികച്ച സഹായം.,positive,,2,2,2,
എളുപ്പത്തിൽ റെസിപ്പികൾ ചെയ്തു.,positive,,2,1,2,
കാലാവസ്ഥയിലെ വ്യത്യാസങ്ങൾ പറയാം.,neutral,,1,2,1,
സൂക്ഷ്മമായിരിക്കണം.,neutral,,1,2,1,
വ്യായാമം ചെയ്യാനുള്ള നല്ല സമയംയും ഉപാധിയും.,negative,,2,1,0,
